日期,測站,測項,4,5,6,7,8,9
2014/5/2,豐原,O3,5.9,5.9,12,18,30,44
2014/5/2,豐原,PM10,45,45,40,42,28,21
2014/5/2,豐原,PM2.5,9,9,4,0,0,11
2014/5/2,豐原,RAINFALL,NR,NR,NR,NR,NR,NR
2014/5/2,豐原,RH,89,89,88,82,73,66
2014/5/2,豐原,SO2,1.5,1.5,1.7,1.9,1.8,1.9
2014/5/2,豐原,THC,1.7,1.7,1.8,1.8,1.8,1.8
2014/5/2,豐原,WD_HR,74,74,58,49,338,314
2014/5/2,豐原,WIND_DIREC,79,79,48,70,318,315
2014/5/2,豐原,WIND_SPEED,1.7,1.7,1.7,1.8,2.2,1.8
2014/5/2,豐原,WS_HR,0.9,0.9,0.7,0.8,0.9,1.2
2014/5/3,豐原,AMB_TEMP,22,23,23,24,25,26
2014/5/3,豐原,CH4,1.7,1.8,1.8,1.8,1.7,1.7
2014/5/3,豐原,CO,0.41,0.58,0.72,0.75,0.51,0.53
2014/5/3,豐原,NMHC,0.11,0.22,0.26,0.26,0.24,0.27
2014/5/3,豐原,NO,0.7,2.2,3.3,8,4,5.3
2014/5/3,豐原,NO2,8.5,14,14,18,13,23
2014/5/3,豐原,NOx,9.1,16,18,26,17,28
2014/5/3,豐原,O3,13,4.1,7,6.7,26,29
2014/5/3,豐原,PM10,32,20,38,37,45,23
2014/5/3,豐原,PM2.5,13,13,7,2,2,7
2014/5/3,豐原,RAINFALL,NR,NR,NR,NR,NR,NR
2014/5/3,豐原,RH,87,89,88,84,74,71
2014/5/3,豐原,SO2,1.6,1.5,1.6,2,3.4,9.9
2014/5/3,豐原,THC,1.9,2,2.1,2,1.9,2
2014/5/3,豐原,WD_HR,116,101,104,39,320,300
2014/5/3,豐原,WIND_DIREC,113,99,113,40,313,300
2014/5/3,豐原,WIND_SPEED,1.6,1.1,1.6,0.9,2,1.3
2014/5/3,豐原,WS_HR,1.8,0.8,0.9,0.3,0.8,1.1
2014/5/4,豐原,AMB_TEMP,22,22,23,23,24,25
2014/5/4,豐原,CH4,1.8,1.8,1.8,1.8,1.8,1.8
2014/5/4,豐原,CO,0.35,0.38,0.48,0.52,0.52,0.51
2014/5/4,豐原,NMHC,0.13,0.15,0.21,0.2,0.18,0.15
2014/5/4,豐原,NO,2.1,2.5,3.9,4.2,4.3,4.2
2014/5/4,豐原,NO2,9.5,11,15,14,14,15
2014/5/4,豐原,NOx,12,14,18,18,18,19
2014/5/4,豐原,O3,18,14,13,15,30,40
2014/5/4,豐原,PM10,13,17,21,30,24,35
2014/5/4,豐原,PM2.5,7,7,10,12,12,10
2014/5/4,豐原,RAINFALL,NR,NR,NR,0.2,NR,NR
2014/5/4,豐原,RH,87,89,88,88,81,74
2014/5/4,豐原,SO2,2.2,2,2.7,1.9,2.3,3.4
2014/5/4,豐原,THC,1.9,2,2,2,2,1.9
2014/5/4,豐原,WD_HR,301,158,211,323,243,193
2014/5/4,豐原,WIND_DIREC,27,202,180,247,209,169
2014/5/4,豐原,WIND_SPEED,0.8,1.7,1.1,1.2,1.9,1.8
2014/5/4,豐原,WS_HR,1.1,0.7,1,0.4,1.7,1.9
2014/5/5,豐原,AMB_TEMP,20,21,20,21,20,21
2014/5/5,豐原,CH4,1.7,1.7,1.7,1.7,1.7,1.7
2014/5/5,豐原,CO,0.28,0.27,0.32,0.4,0.34,0.29
2014/5/5,豐原,NMHC,0.03,0.02,0.05,0.07,0.08,0.06
2014/5/5,豐原,NO,1.2,1.5,1.4,1.5,1.8,1.6
2014/5/5,豐原,NO2,3.6,3.6,6.4,8.2,8.1,6
2014/5/5,豐原,NOx,4.8,5.1,7.8,9.7,9.8,7.5
2014/5/5,豐原,O3,51,45,38,36,39,46
2014/5/5,豐原,PM10,8,5,5,0,7,7
2014/5/5,豐原,PM2.5,4,11,11,5,-1,-1
2014/5/5,豐原,RAINFALL,19,3.8,0.2,NR,NR,NR
2014/5/5,豐原,RH,87,86,88,87,87,83
2014/5/5,豐原,SO2,1.5,1.6,1.6,1.6,1.6,1.6
2014/5/5,豐原,THC,1.7,1.7,1.8,1.8,1.8,1.7
2014/5/5,豐原,WD_HR,74,87,66,358,82,62
2014/5/5,豐原,WIND_DIREC,67,94,327,339,78,57
2014/5/5,豐原,WIND_SPEED,5.2,2.6,2.6,2.1,2.3,3
2014/5/5,豐原,WS_HR,5.2,3.6,0.4,0.5,0.5,2.1
2014/5/6,豐原,AMB_TEMP,16,16,17,17,18,18
2014/5/6,豐原,CH4,1.7,1.7,1.7,1.8,1.7,1.8
2014/5/6,豐原,CO,0.24,0.24,0.27,0.44,0.35,0.46
2014/5/6,豐原,NMHC,0.1,0.09,0.06,0.16,0.1,0.34
2014/5/6,豐原,NO,0.9,0.9,1,2.1,2,5.8
2014/5/6,豐原,NO2,4.5,6,6.7,17,12,22
2014/5/6,豐原,NOx,5.4,6.9,7.6,19,14,28
2014/5/6,豐原,O3,41,38,34,22,26,17
2014/5/6,豐原,PM10,24,18,16,10,10,17
2014/5/6,豐原,PM2.5,4,7,14,8,5,-1
2014/5/6,豐原,RAINFALL,NR,NR,NR,NR,0.2,NR
2014/5/6,豐原,RH,88,88,87,87,85,86
2014/5/6,豐原,SO2,1.4,1.3,1.3,1.4,1.5,3
2014/5/6,豐原,THC,1.8,1.8,1.8,1.9,1.8,2.1
2014/5/6,豐原,WD_HR,311,346,89,49,74,289
2014/5/6,豐原,WIND_DIREC,311,39,36,78,97,306
2014/5/6,豐原,WIND_SPEED,1.3,0.9,2.1,1.6,1,2
2014/5/6,豐原,WS_HR,0.8,0.6,1.2,0.6,1.2,1.5
2014/5/7,豐原,AMB_TEMP,20,20,20,21,23,24
2014/5/7,豐原,CH4,1.8,1.8,1.7,1.8,1.7,1.8
2014/5/7,豐原,CO,0.38,0.37,0.41,0.73,0.59,0.67
2014/5/7,豐原,NMHC,0.25,0.18,0.14,0.3,0.22,0.3
2014/5/7,豐原,NO,1.4,1.5,2.2,11,4,5
2014/5/7,豐原,NO2,8.6,9,8.8,19,12,19
2014/5/7,豐原,NOx,9.9,10,11,30,16,24
2014/5/7,豐原,O3,8.1,7.4,14,9.6,21,33
2014/5/7,豐原,PM10,10,13,12,22,25,33
2014/5/7,豐原,PM2.5,-1,-1,-1,-1,-1,-1
2014/5/7,豐原,RAINFALL,NR,NR,NR,NR,NR,NR
2014/5/7,豐原,RH,92,93,93,90,85,78
2014/5/7,豐原,SO2,1.9,1.6,1.6,3.2,2,2.5
2014/5/7,豐原,THC,2,1.9,1.9,2.1,1.9,2.1
2014/5/7,豐原,WD_HR,176,90,61,57,216,267
2014/5/7,豐原,WIND_DIREC,136,71,66,100,226,300
2014/5/7,豐原,WIND_SPEED,1,0.9,1.2,0.7,2,1.7
2014/5/7,豐原,WS_HR,0.4,0.4,0.9,0.4,0.8,1.2
2014/5/8,豐原,AMB_TEMP,21,20,21,22,24,26
2014/5/8,豐原,CH4,1.8,1.7,1.7,1.7,1.7,1.7
2014/5/8,豐原,CO,0.4,0.44,0.41,0.42,0.32,0.55
2014/5/8,豐原,NMHC,0.13,0.14,0.11,0.1,0.05,0.32
2014/5/8,豐原,NO,1.3,1.2,1.9,2.8,2,4
2014/5/8,豐原,NO2,10,9.5,9.5,9.8,7.1,15
2014/5/8,豐原,NOx,12,11,11,13,9.2,19
2014/5/8,豐原,O3,13,12,14,19,25,27
2014/5/8,豐原,PM10,37,55,42,37,33,25
2014/5/8,豐原,PM2.5,23,17,11,9,8,6
2014/5/8,豐原,RAINFALL,NR,NR,NR,NR,NR,NR
2014/5/8,豐原,RH,97,95,95,89,77,73
2014/5/8,豐原,SO2,1.9,1.7,1.6,2.2,2.2,2.2
2014/5/8,豐原,THC,1.9,1.9,1.8,1.8,1.7,2
2014/5/8,豐原,WD_HR,108,102,59,62,78,212
2014/5/8,豐原,WIND_DIREC,100,64,48,68,158,215
2014/5/8,豐原,WIND_SPEED,1.6,1.3,1.2,1.2,0.8,2.1
2014/5/8,豐原,WS_HR,0.9,1,1,1,1.3,1.5
2014/5/9,豐原,AMB_TEMP,22,22,22,23,23,23
2014/5/9,豐原,CH4,1.9,2,1.9,1.9,1.9,1.8
2014/5/9,豐原,CO,0.53,0.64,0.66,0.8,0.67,0.59
2014/5/9,豐原,NMHC,0.31,0.4,0.51,0.46,0.31,0.26
2014/5/9,豐原,NO,2.6,4,5.9,9.9,8.2,3.9
2014/5/9,豐原,NO2,14,26,22,23,22,24
2014/5/9,豐原,NOx,17,30,28,33,30,27
2014/5/9,豐原,O3,7.9,2.7,5,4.8,12,18
2014/5/9,豐原,PM10,44,49,33,37,25,27
2014/5/9,豐原,PM2.5,0,9,33,39,44,34
2014/5/9,豐原,RAINFALL,0.8,0.4,0.4,0.2,NR,0.6
2014/5/9,豐原,RH,93,94,95,95,94,94
2014/5/9,豐原,SO2,1.8,3.3,2.2,2.6,3,3.6
2014/5/9,豐原,THC,2.2,2.4,2.4,2.4,2.2,2.1
2014/5/9,豐原,WD_HR,66,66,336,320,315,308
2014/5/9,豐原,WIND_DIREC,38,40,275,316,319,298
2014/5/9,豐原,WIND_SPEED,0.9,0.6,0.5,1.3,2.1,1
2014/5/9,豐原,WS_HR,0.1,0.7,0.3,0.5,1.6,1.4
2014/5/10,豐原,AMB_TEMP,22,21,22,24,26,27
2014/5/10,豐原,CH4,1.7,1.7,1.7,1.7,1.7,1.7
2014/5/10,豐原,CO,0.2,0.28,0.49,0.51,0.59,0.63
2014/5/10,豐原,NMHC,0.06,0.13,0.16,0.24,0.23,0.43
2014/5/10,豐原,NO,1.2,1.6,5.5,5.3,4.2,5.1
2014/5/10,豐原,NO2,4.2,6.8,9,11,15,16
2014/5/10,豐原,NOx,5.4,8.4,14,16,19,21
2014/5/10,豐原,O3,16,9.5,7.9,17,24,25
2014/5/10,豐原,PM10,47,37,47,31,36,21
2014/5/10,豐原,PM2.5,9,1,9,9,14,6
2014/5/10,豐原,RAINFALL,NR,NR,NR,NR,NR,NR
2014/5/10,豐原,RH,90,92,92,82,74,71
2014/5/10,豐原,SO2,1.1,3.4,4,4.5,4.2,4
2014/5/10,豐原,THC,1.7,1.8,1.9,1.9,2,2.1
2014/5/10,豐原,WD_HR,131,101,114,209,214,207
2014/5/10,豐原,WIND_DIREC,109,113,116,222,204,216
2014/5/10,豐原,WIND_SPEED,1.6,2.1,0.9,1.9,2.2,2.5
2014/5/10,豐原,WS_HR,1.3,1.1,1.3,1.1,1.8,1.6
2014/5/11,豐原,AMB_TEMP,26,26,26,27,30,31
2014/5/11,豐原,CH4,1.7,1.7,1.7,1.7,1.6,1.7
2014/5/11,豐原,CO,0.25,0.31,0.44,0.57,0.28,0.34
2014/5/11,豐原,NMHC,0.08,0.1,0.14,0.18,0.09,0.12
2014/5/11,豐原,NO,0.6,1.1,1.3,1.8,2.2,1.5
2014/5/11,豐原,NO2,7,11,11,10,8.1,10
2014/5/11,豐原,NOx,7.6,12,12,12,10,12
2014/5/11,豐原,O3,41,34,29,29,34,42
2014/5/11,豐原,PM10,29,36,49,39,36,19
2014/5/11,豐原,PM2.5,2,11,13,9,2,0
2014/5/11,豐原,RAINFALL,NR,NR,NR,NR,NR,NR
2014/5/11,豐原,RH,66,67,67,60,47,45
2014/5/11,豐原,SO2,3.9,4.1,3.3,2,2.1,2.5
2014/5/11,豐原,THC,1.8,1.8,1.8,1.9,1.7,1.8
2014/5/11,豐原,WD_HR,178,167,145,171,196,204
2014/5/11,豐原,WIND_DIREC,178,158,142,178,205,200
2014/5/11,豐原,WIND_SPEED,2.9,1.8,1.5,1.5,3,4.8
2014/5/11,豐原,WS_HR,2.9,2.1,1.6,1.3,2.8,3.9
2014/5/12,豐原,AMB_TEMP,27,27,26,28,30,31
2014/5/12,豐原,CH4,1.6,1.6,1.7,1.7,1.6,1.6
2014/5/12,豐原,CO,0.12,0.17,0.33,0.44,0.18,0.21
2014/5/12,豐原,NMHC,0.01,0.04,0.14,0.2,0.16,0.66
2014/5/12,豐原,NO,0.7,1.6,5.2,8.2,2.5,2.6
2014/5/12,豐原,NO2,2.3,5.5,11,12,5.3,7.2
2014/5/12,豐原,NOx,3.1,7.1,16,20,7.8,9.8
2014/5/12,豐原,O3,21,18,10,14,25,29
2014/5/12,豐原,PM10,34,30,17,22,32,40
2014/5/12,豐原,PM2.5,0,9,7,9,0,0
2014/5/12,豐原,RAINFALL,NR,NR,NR,NR,NR,NR
2014/5/12,豐原,RH,65,65,70,63,53,52
2014/5/12,豐原,SO2,1.2,1.6,2.4,3.1,1.4,2.7
2014/5/12,豐原,THC,1.6,1.7,1.8,1.9,1.8,2.3
2014/5/12,豐原,WD_HR,165,160,207,202,192,201
2014/5/12,豐原,WIND_DIREC,139,192,219,191,202,203
2014/5/12,豐原,WIND_SPEED,1.6,1.3,2.4,4,5.8,6.6
2014/5/12,豐原,WS_HR,2.2,1.3,2.1,3.1,4.6,5.9
2014/5/13,豐原,AMB_TEMP,26,24,24,26,28,29
2014/5/13,豐原,CH4,1.6,1.8,1.7,1.6,1.6,1.7
2014/5/13,豐原,CO,0.14,0.26,0.34,0.44,0.5,0.67
2014/5/13,豐原,NMHC,0.03,0.11,0.12,0.12,0.27,0.6
2014/5/13,豐原,NO,0.7,2.6,3.5,4.4,7.9,5.6
2014/5/13,豐原,NO2,2.3,13,11,6.2,10,10
2014/5/13,豐原,NOx,3.1,15,14,11,18,16
2014/5/13,豐原,O3,16,8.2,8.6,9.4,13,20
2014/5/13,豐原,PM10,12,29,23,40,26,36
2014/5/13,豐原,PM2.5,1,4,4,1,0,0
2014/5/13,豐原,RAINFALL,0.2,5,NR,NR,NR,NR
2014/5/13,豐原,RH,73,86,89,84,73,67
2014/5/13,豐原,SO2,1.8,3.4,2.4,2.2,3.2,3.9
2014/5/13,豐原,THC,1.7,1.9,1.9,1.8,1.9,2.3
2014/5/13,豐原,WD_HR,179,289,108,120,201,205
2014/5/13,豐原,WIND_DIREC,213,60,84,170,205,206
2014/5/13,豐原,WIND_SPEED,1.3,1,1.4,1.6,2.3,3.9
2014/5/13,豐原,WS_HR,1.8,0.5,1.4,1.2,2.3,4
2014/5/14,豐原,AMB_TEMP,26,26,27,27,29,30
2014/5/14,豐原,CH4,1.6,1.6,1.6,1.6,1.6,1.6
2014/5/14,豐原,CO,0.12,0.14,0.21,0.24,0.2,0.28
2014/5/14,豐原,NMHC,0.01,0.02,0.08,0.05,0.14,0.53
2014/5/14,豐原,NO,1.3,1.4,1.7,3.8,3.4,3.1
2014/5/14,豐原,NO2,3.6,3.2,3.9,4.8,4.6,7.5
2014/5/14,豐原,NOx,4.9,4.6,5.7,8.6,8,11
2014/5/14,豐原,O3,14,15,15,15,18,28
2014/5/14,豐原,PM10,22,27,21,22,15,32
2014/5/14,豐原,PM2.5,8,6,0,6,15,16
2014/5/14,豐原,RAINFALL,NR,NR,NR,NR,NR,NR
2014/5/14,豐原,RH,77,72,69,67,61,57
2014/5/14,豐原,SO2,3.1,2.6,4.4,2.7,2.9,5.7
2014/5/14,豐原,THC,1.6,1.6,1.7,1.6,1.7,2.2
2014/5/14,豐原,WD_HR,180,191,201,188,189,201
2014/5/14,豐原,WIND_DIREC,178,191,201,192,199,201
2014/5/14,豐原,WIND_SPEED,3.9,4,4.4,4.9,4.6,5.9
2014/5/14,豐原,WS_HR,4,3.9,3.8,4.6,4.4,5.4
2014/5/15,豐原,AMB_TEMP,27,27,28,29,29,29
2014/5/15,豐原,CH4,1.6,1.6,1.6,1.6,1.6,1.6
2014/5/15,豐原,CO,0.12,0.12,0.15,0.24,0.21,0.21
2014/5/15,豐原,NMHC,0,0,0.01,0.09,0.12,0.13
2014/5/15,豐原,NO,2.4,2.4,2.7,4.2,3.8,2.2
2014/5/15,豐原,NO2,3.2,3.2,3.2,4.9,5.5,4.2
2014/5/15,豐原,NOx,5.6,5.6,5.9,9.1,9.3,6.4
2014/5/15,豐原,O3,8.6,8.6,17,16,17,19
2014/5/15,豐原,PM10,40,40,39,55,42,45
2014/5/15,豐原,PM2.5,4,4,0,5,6,6
2014/5/15,豐原,RAINFALL,NR,NR,NR,NR,NR,NR
2014/5/15,豐原,RH,70,70,68,66,65,64
2014/5/15,豐原,SO2,3.3,3.3,3.2,3.5,3.7,3.6
2014/5/15,豐原,THC,1.6,1.6,1.6,1.7,1.7,1.7
2014/5/15,豐原,WD_HR,183,183,183,190,189,188
2014/5/15,豐原,WIND_DIREC,184,184,187,189,185,186
2014/5/15,豐原,WIND_SPEED,6.2,6.2,4.1,4.4,4.5,5.6
2014/5/15,豐原,WS_HR,5.8,5.8,4.6,4.5,4.5,4.7
2014/5/16,豐原,AMB_TEMP,24,24,24,25,27,29
2014/5/16,豐原,CH4,1.6,1.6,1.7,1.6,1.6,1.6
2014/5/16,豐原,CO,0.16,0.21,0.4,0.56,0.26,0.19
2014/5/16,豐原,NMHC,0.04,0.06,0.2,0.18,0.05,0.06
2014/5/16,豐原,NO,1.5,2,3.8,8.5,3.3,2.4
2014/5/16,豐原,NO2,3.2,5.5,13,12,5.8,4.1
2014/5/16,豐原,NOx,4.7,7.5,17,21,9,6.5
2014/5/16,豐原,O3,17,13,7.5,11,20,23
2014/5/16,豐原,PM10,19,25,31,20,12,6
2014/5/16,豐原,PM2.5,1,9,13,13,15,9
2014/5/16,豐原,RAINFALL,NR,0.2,2.4,NR,NR,NR
2014/5/16,豐原,RH,94,95,96,95,84,76
2014/5/16,豐原,SO2,3.1,3.4,4.2,3.6,3,3.2
2014/5/16,豐原,THC,1.7,1.7,1.9,1.8,1.7,1.7
2014/5/16,豐原,WD_HR,131,95,143,117,170,183
2014/5/16,豐原,WIND_DIREC,163,274,40,143,176,191
2014/5/16,豐原,WIND_SPEED,0.8,0.9,1.2,1.1,2.9,3.4
2014/5/16,豐原,WS_HR,1,0.6,0.4,0.5,2.4,3.9
2014/5/17,豐原,AMB_TEMP,23,23,24,26,29,30
2014/5/17,豐原,CH4,1.6,1.6,1.7,1.8,1.7,1.6
2014/5/17,豐原,CO,0.17,0.27,0.58,0.74,0.43,0.37
2014/5/17,豐原,NMHC,0.05,0.06,0.26,0.34,0.19,0.2
2014/5/17,豐原,NO,1.6,2,9.5,7.3,5.2,3.2
2014/5/17,豐原,NO2,3.2,4.1,10,13,9.2,8.7
2014/5/17,豐原,NOx,4.8,6.1,20,21,14,12
2014/5/17,豐原,O3,9.4,7.4,5.1,16,23,37
2014/5/17,豐原,PM10,66,57,36,52,57,47
2014/5/17,豐原,PM2.5,2,2,0,4,7,14
2014/5/17,豐原,RAINFALL,NR,NR,NR,NR,NR,NR
2014/5/17,豐原,RH,90,91,90,82,68,63
2014/5/17,豐原,SO2,2.8,2.7,3.9,4.3,4.2,3.7
2014/5/17,豐原,THC,1.7,1.7,2,2.1,1.8,1.8
2014/5/17,豐原,WD_HR,92,110,90,207,208,205
2014/5/17,豐原,WIND_DIREC,114,132,206,211,205,207
2014/5/17,豐原,WIND_SPEED,1.8,0.8,0.6,2.5,3.9,4.3
2014/5/17,豐原,WS_HR,1.2,1.4,0.2,1.4,3,3.8
2014/5/18,豐原,AMB_TEMP,27,26,26,27,28,29
2014/5/18,豐原,CH4,1.6,1.6,1.6,1.6,1.6,1.6
2014/5/18,豐原,CO,0.13,0.16,0.26,0.37,0.32,0.26
2014/5/18,豐原,NMHC,0.03,0.03,0.08,0.13,0.11,0.07
2014/5/18,豐原,NO,0.9,1.8,2.7,3.5,3.7,2.7
2014/5/18,豐原,NO2,3.9,4.4,5.6,7.3,6.5,5.7
2014/5/18,豐原,NOx,4.8,6.2,8.3,11,10,8.4
2014/5/18,豐原,O3,13,12,12,12,16,18
2014/5/18,豐原,PM10,13,15,15,12,1,20
2014/5/18,豐原,PM2.5,8,11,9,20,12,12
2014/5/18,豐原,RAINFALL,NR,NR,NR,NR,NR,NR
2014/5/18,豐原,RH,76,77,79,77,72,68
2014/5/18,豐原,SO2,3,3,3.6,3.9,3.2,4.1
2014/5/18,豐原,THC,1.6,1.6,1.7,1.8,1.7,1.7
2014/5/18,豐原,WD_HR,190,174,190,197,198,185
2014/5/18,豐原,WIND_DIREC,184,173,201,196,198,193
2014/5/18,豐原,WIND_SPEED,2.6,2.1,2.6,3.7,4.1,3.5
2014/5/18,豐原,WS_HR,2.8,2.5,2.2,3.6,3.9,3.4
2014/5/19,豐原,AMB_TEMP,25,25,25,26,27,26
2014/5/19,豐原,CH4,1.7,1.7,1.7,1.7,1.8,1.6
2014/5/19,豐原,CO,0.17,0.28,0.39,0.76,0.84,0.51
2014/5/19,豐原,NMHC,0.1,0.15,0.25,0.47,0.52,0.28
2014/5/19,豐原,NO,0.4,1.9,6.9,15,12,3.8
2014/5/19,豐原,NO2,4.9,6.7,8.5,13,20,14
2014/5/19,豐原,NOx,5.3,8.6,15,28,32,18
2014/5/19,豐原,O3,6.7,4.8,4.3,4.8,7.7,7.3
2014/5/19,豐原,PM10,7,17,15,47,55,85
2014/5/19,豐原,PM2.5,9,9,0,0,3,8
2014/5/19,豐原,RAINFALL,NR,NR,NR,NR,NR,2.6
2014/5/19,豐原,RH,82,83,84,80,76,80
2014/5/19,豐原,SO2,3.2,3.1,3.5,4.9,4.8,3.4
2014/5/19,豐原,THC,1.8,1.9,2,2.2,2.3,1.9
2014/5/19,豐原,WD_HR,178,186,202,209,207,155
2014/5/19,豐原,WIND_DIREC,168,221,204,199,199,48
2014/5/19,豐原,WIND_SPEED,1.2,1.4,1.4,2,3.5,1
2014/5/19,豐原,WS_HR,0.9,0.7,1.6,1.3,2.6,0.7
2014/5/20,豐原,AMB_TEMP,26,26,27,27,28,26
2014/5/20,豐原,CH4,1.7,1.7,1.6,1.6,1.6,1.6
2014/5/20,豐原,CO,0.19,0.19,0.14,0.2,0.15,0.14
2014/5/20,豐原,NMHC,0.12,0.09,0.01,0.03,0.01,0.02
2014/5/20,豐原,NO,0.7,2.8,0.9,2.1,2.4,1.7
2014/5/20,豐原,NO2,4.5,6.6,2.9,4.3,4.3,4.3
2014/5/20,豐原,NOx,5.2,9.4,3.8,6.4,6.7,6
2014/5/20,豐原,O3,13,14,22,21,21,17
2014/5/20,豐原,PM10,27,34,60,63,55,33
2014/5/20,豐原,PM2.5,4,3,8,8,4,0
2014/5/20,豐原,RAINFALL,NR,NR,NR,NR,NR,0.4
2014/5/20,豐原,RH,76,75,66,66,67,77
2014/5/20,豐原,SO2,4.7,3.5,1.5,1.7,1.7,1.7
2014/5/20,豐原,THC,1.8,1.7,1.6,1.6,1.6,1.6
2014/5/20,豐原,WD_HR,198,184,176,177,175,170
2014/5/20,豐原,WIND_DIREC,208,182,170,176,171,143
2014/5/20,豐原,WIND_SPEED,2,4,4.8,3.6,5.4,3.3
2014/5/20,豐原,WS_HR,2.2,2.8,4.2,3.9,4.4,3.2
2014/6/1,豐原,AMB_TEMP,26,26,26,27,28,28
2014/6/1,豐原,CH4,1.8,1.8,1.7,1.7,1.7,1.7
2014/6/1,豐原,CO,0.38,0.53,0.58,0.53,0.56,0.39
2014/6/1,豐原,NMHC,0.19,0.2,0.26,0.34,0.29,0.14
2014/6/1,豐原,NO,2.2,3.8,5.6,4.2,4,2.8
2014/6/1,豐原,NO2,10,15,14,10,13,12
2014/6/1,豐原,NOx,12,18,19,14,16,14
2014/6/1,豐原,O3,1.2,3.3,7.3,17,31,31
2014/6/1,豐原,PM10,56,50,48,41,51,63
2014/6/1,豐原,PM2.5,20,26,28,31,28,25
2014/6/1,豐原,RAINFALL,NR,NR,NR,NR,NR,NR
2014/6/1,豐原,RH,90,90,89,83,76,77
2014/6/1,豐原,SO2,2.9,3.9,5.5,4.2,5.1,5.1
2014/6/1,豐原,THC,2,2,2,2,2,1.8
2014/6/1,豐原,WD_HR,283,188,201,201,209,270
2014/6/1,豐原,WIND_DIREC,157,203,192,212,232,270
2014/6/1,豐原,WIND_SPEED,1.1,1,2.4,2.5,2.8,2.4
2014/6/1,豐原,WS_HR,0.4,1.2,1.6,2.5,2.7,1.7
2014/6/2,豐原,AMB_TEMP,27,27,27,28,29,30
2014/6/2,豐原,CH4,1.6,1.6,1.6,1.6,1.6,1.6
2014/6/2,豐原,CO,0.12,0.13,0.17,0.21,0.2,0.22
2014/6/2,豐原,NMHC,0.01,0.02,0.03,0.05,0.04,0.09
2014/6/2,豐原,NO,1.3,1.5,1.9,2,2.2,2.6
2014/6/2,豐原,NO2,2.3,2.2,3.3,3.2,3.3,5.1
2014/6/2,豐原,NOx,3.6,3.6,5.2,5.2,5.5,7.7
2014/6/2,豐原,O3,17,17,17,22,22,25
2014/6/2,豐原,PM10,37,48,50,22,7,24
2014/6/2,豐原,PM2.5,10,17,12,10,6,13
2014/6/2,豐原,RAINFALL,NR,NR,NR,NR,NR,NR
2014/6/2,豐原,RH,71,69,68,65,64,58
2014/6/2,豐原,SO2,1.8,1.8,1.9,2.4,2.1,3.9
2014/6/2,豐原,THC,1.6,1.6,1.6,1.6,1.6,1.7
2014/6/2,豐原,WD_HR,182,181,176,193,186,197
2014/6/2,豐原,WIND_DIREC,181,174,181,194,188,198
2014/6/2,豐原,WIND_SPEED,3.2,3.7,2.6,5.2,3.5,5.4
2014/6/2,豐原,WS_HR,3.3,3.5,3.3,4.1,4.1,4.1
2014/6/3,豐原,AMB_TEMP,28,28,28,28,28,27
2014/6/3,豐原,CH4,1.6,1.6,1.6,1.6,1.6,1.6
2014/6/3,豐原,CO,0.1,0.1,0.13,0.23,0.2,0.37
2014/6/3,豐原,NMHC,0,0,0.01,0.05,0.03,0.65
2014/6/3,豐原,NO,0.9,1,1.8,3,2.9,4.8
2014/6/3,豐原,NO2,2.2,2.7,3,4.7,5.6,13
2014/6/3,豐原,NOx,3.1,3.7,4.8,7.6,8.5,18
2014/6/3,豐原,O3,17,18,18,18,17,8.6
2014/6/3,豐原,PM10,15,17,20,33,47,57
2014/6/3,豐原,PM2.5,1,1,10,11,12,2
2014/6/3,豐原,RAINFALL,NR,NR,NR,NR,NR,0.6
2014/6/3,豐原,RH,78,76,75,71,71,80
2014/6/3,豐原,SO2,2.9,3.2,3.1,3.1,3.1,4.3
2014/6/3,豐原,THC,1.6,1.6,1.6,1.6,1.6,2.3
2014/6/3,豐原,WD_HR,183,185,182,177,175,194
2014/6/3,豐原,WIND_DIREC,182,180,184,176,190,181
2014/6/3,豐原,WIND_SPEED,3.9,4.7,4.7,3.3,2.4,2.5
2014/6/3,豐原,WS_HR,3.9,4.8,4.5,3.3,2.4,2.7
2014/6/4,豐原,AMB_TEMP,24,24,24,25,27,28
2014/6/4,豐原,CH4,1.6,1.6,1.7,1.7,1.7,1.7
2014/6/4,豐原,CO,0.16,0.24,0.45,0.64,0.56,0.43
2014/6/4,豐原,NMHC,0.13,0.08,0.18,0.23,0.35,0.28
2014/6/4,豐原,NO,0.8,0.8,2.4,10,3.6,2.9
2014/6/4,豐原,NO2,3,4.1,7.9,14,13,12
2014/6/4,豐原,NOx,3.8,4.9,10,24,16,15
2014/6/4,豐原,O3,17,15,12,9.8,29,43
2014/6/4,豐原,PM10,16,35,44,49,27,12
2014/6/4,豐原,PM2.5,1,4,11,14,14,14
2014/6/4,豐原,RAINFALL,NR,NR,0.2,NR,NR,NR
2014/6/4,豐原,RH,91,92,91,89,80,72
2014/6/4,豐原,SO2,1.9,2,2,2.3,3.7,3.8
2014/6/4,豐原,THC,1.8,1.7,1.8,1.9,2,1.9
2014/6/4,豐原,WD_HR,107,108,108,81,208,213
2014/6/4,豐原,WIND_DIREC,109,96,86,328,204,213
2014/6/4,豐原,WIND_SPEED,1.6,1.4,1.3,0.8,3.2,2.6
2014/6/4,豐原,WS_HR,1.5,1.5,0.6,0.3,2,2.7
2014/6/5,豐原,AMB_TEMP,26,26,27,27,28,30
